Genero,Edad,Bici,Estacion salida,Estacion llegada,Duracion viaje en minutos
F,24.0,5013248,595,597,3.6
F,37.0,3136876,287,326,11.63
M,36.0,2031243,553,256,33.9
M,27.0,3670049,221,328,25.42
F,21.0,2800241,015,248,10.97
M,39.0,7251101,697,654,7.67
M,48.0,4800215,052,563,14.38
M,25.0,6620959,244,223,7.45
M,36.0,7563661,107-108,117,5.98
F,19.0,7960297,668,680,7.78
M,33.0,3828472,138,568,8.2
M,19.0,4574380,052,052,36.25
F,26.0,2195675,180,153,5.88
M,18.0,7632722,120,014,9.63
M,45.0,2401495,494,486,3.58
M,27.0,7006331,652,708,5.08
O,20.0,7336910,074,064,4.93
M,30.0,7486699,033,084,12.57
M,35.0,2388692,402,617,11.13
M,52.0,2873651,146,073,5.95
F,28.0,3780988,126,563,7.92
M,25.0,4801429,218,207,11.8
F,25.0,2351930,611,612,33.82
F,22.0,8858649,142,059,5.75
M,33.0,4350856,107-108,552,19.62
F,38.0,6754527,533,494,9.95
M,27.0,6323356,142,551,27.27
M,40.0,6451306,459,264-275,37.72
M,37.0,8513178,302,393,14.07
M,31.0,7262694,062,064,9.77
M,27.0,6615454,116,121,4.8
M,29.0,6201263,031,028,6.72
F,23.0,4636726,663,660,3.37
F,25.0,4891628,594,121,14.82
M,33.0,7871973,020,043,9.62
M,39.0,7755382,139,117,26.35
M,34.0,2800118,130,579,10.37
M,33.0,2676120,208,201,2.8
M,30.0,6785224,211,010,18.77
M,33.0,8013849,211,197,17.95
M,48.0,8912321,192-193,225,4.65
F,33.0,8664021,447,143,13.95
M,45.0,5253901,014,477,15.38
M,33.0,4794483,297,019,19.05
M,25.0,2494243,709,423,21.17
M,29.0,2184059,045,081,18.27
F,31.0,6576268,106,029,13.15
F,31.0,5250923,271-272,029,11.05
F,26.0,6916704,084,074,3.35
M,44.0,4929501,052,021,17.52
M,21.0,6469407,490,271-272,16.73
F,27.0,5804919,300,300,14.32
F,24.0,7678402,133,128,7.52
F,27.0,6121529,028,003,13.4
M,32.0,8482663,290,389,19.48
M,31.0,8528648,028,184,13.63
M,22.0,6200554,195,192-193,5.93
M,28.0,6737571,039,062,11.7
F,37.0,6528244,111,546,12.83
M,35.0,2898021,164,164,22.98
O,24.0,8350456,019,145,13.93
M,33.0,8321952,018,005,6.43
F,48.0,8634628,143,002,22.38
M,29.0,5257076,013,119,12.08
F,42.0,7343189,570,180,35.45
M,37.0,5215058,314,073,10.83
M,23.0,3016383,226,358,39.08
M,26.0,3907052,330,030,23.63
M,22.0,8578569,529,548,13.57
F,25.0,2369833,295,341,8.45
F,38.0,2211902,365,332,4.18
F,23.0,7116023,503,503,35.73
F,23.0,6085799,031,134,7.85
M,22.0,8614919,271-272,040,11.27
M,49.0,7181191,310,320,16.97
F,41.0,6690515,013,029,15.0
M,42.0,8186199,284,347,8.65
M,44.0,6971519,401,547,37.48
M,27.0,2198596,047,610,37.15
M,31.0,5968136,037,546,31.37
M,33.0,6207286,649,167,36.72
M,24.0,2927614,310,177,9.03
M,31.0,2535854,594,593,4.7
M,26.0,4163408,489,041,18.62
M,37.0,6594451,175,180,3.72
F,31.0,7702525,197,480,13.02
F,18.0,4031514,285,084,9.52
F,18.0,5329537,502,107-108,20.98
F,34.0,3678943,194,260,30.58
M,31.0,4431649,133,142,17.42
F,29.0,4139242,192-193,207,7.5
F,24.0,4046447,394,425,10.43
M,31.0,6823876,476,465,4.47
M,55.0,3866258,298,425,15.93
F,25.0,3035078,644,444,4.42
M,30.0,7978976,288,167,8.75
M,37.0,4616272,534,495,7.95
F,33.0,4134342,068,061,4.92
M,55.0,4672192,276,277,25.92
M,49.0,7377195,142,143,3.62
M,30.0,8160723,027,273-274,8.93
M,28.0,8941361,412,688,14.17
M,26.0,6541866,514,035,24.42
F,39.0,5482922,029,019,28.45
F,34.0,3478146,476,467,2.97
M,31.0,2543098,158-159,130,9.07
M,27.0,6240345,117,090,33.83
M,36.0,5472709,012,018,3.87
M,29.0,6994602,073,076,4.58
F,32.0,4740007,445-446,365,23.88
M,31.0,8586208,211,219,11.42
M,35.0,5436720,209,204,7.3
M,35.0,5434618,563,567,6.9
M,27.0,5688395,548,545,3.47
F,39.0,5954144,182,158-159,7.7
M,23.0,4399648,495,498,3.87
M,31.0,5665393,390-391,317,16.13
M,23.0,6047088,476,518,17.1
F,26.0,2387405,208,217,8.17
M,32.0,2501187,617,613,3.27
M,39.0,4008173,098,124,12.62
M,25.0,8478448,256,003,5.95
F,31.0,6534085,084,167,14.87
M,51.0,7255011,146,180,4.53
M,31.0,2123016,014,052,23.47
M,32.0,5042056,601,600,4.67
M,31.0,5509179,011,119,6.8
M,36.0,3349370,347,393,10.37
M,48.0,7308729,064,063,4.12
F,28.0,7327372,486,499,9.95
F,23.0,5535943,183,271-272,25.83
M,41.0,4537544,528,014,24.75
F,47.0,8199671,563,578,8.45
O,24.0,3712726,594,549,26.98
F,25.0,2702165,029,122,12.97
M,35.0,5137450,327,234,33.72
M,46.0,3178589,206,194,29.67
M,40.0,8167314,072,351,15.45
F,32.0,7014525,063,084,6.12
M,39.0,3278959,112,020,7.82
M,35.0,3564663,116,096,8.38
M,24.0,3715232,068,179,4.42
M,26.0,6293609,060,084,6.13
M,33.0,6550941,035,043,13.18
F,34.0,2346567,352,414,16.22
M,28.0,7019730,086,087,14.78
F,34.0,4448197,046,057,4.83
M,30.0,3225778,675,676,36.78
M,25.0,6231864,529,525,5.62
F,40.0,3431624,616,425,15.15
M,29.0,7795743,251,235-236,19.18
O,36.0,5798376,370,300,13.38
F,52.0,4260931,215,711,12.98
F,56.0,7680085,618,625,13.15
F,31.0,5729280,235-236,242,7.7
M,33.0,7190234,071,038,8.33
M,26.0,7828601,118,121,3.82
M,26.0,7545478,135,135,15.12
M,45.0,7558778,596,600,6.77
F,27.0,7716954,158-159,161,7.32
O,43.0,2804979,541,528,9.32
M,24.0,5066527,366,419,5.67
F,34.0,7308067,147,044,10.3
M,43.0,3627395,002,200,17.77
M,55.0,2779510,589,622,14.65
F,29.0,2852176,442,638,13.72
M,33.0,6203087,182,314,7.32
M,29.0,8125049,165,575,27.55
F,29.0,8012510,228,214,5.07
F,28.0,8482960,316,299,12.08
M,24.0,5082813,192-193,226,4.33
M,41.0,6648281,212,217,3.43
M,38.0,7126394,016,242,18.48
F,27.0,5024161,014,195,16.68
M,20.0,2986859,548,544,6.63
M,33.0,2944932,054,561,15.23
M,37.0,4638698,492,468,8.58
M,37.0,6043368,545,027,13.32
M,34.0,2837102,107-108,119,2.68
F,24.0,4023032,566,148,6.27
M,28.0,2359420,543,505,18.1
F,23.0,5745435,151,559,20.37
M,38.0,2973394,058,181,7.05
M,29.0,4325205,245,226,14.58
M,34.0,2419380,476,472,14.02
M,45.0,7121627,389,389,9.27
M,24.0,5751664,032,098,12.98
M,39.0,5959283,094,005,20.7
F,32.0,5150123,086,016,5.38
M,34.0,8848483,474,012,11.23
F,20.0,5971320,390-391,154,24.02
M,28.0,6729180,474,259,21.58
M,51.0,8697088,077,252,16.98
M,32.0,6503213,195,234,4.43
M,37.0,6377170,235-236,202,7.35
F,35.0,6944680,067,036,7.0
F,25.0,6868079,608,621,5.18
M,24.0,4154332,044,477,16.88
F,27.0,5497367,151,126,9.53
M,35.0,8617680,019,021,17.32
F,22.0,5581426,513,481,17.5
F,35.0,4134995,068,285,9.58
M,26.0,5682331,021,295,22.73
M,44.0,8337115,167,285,2.93
M,28.0,2613354,677,187,32.93
M,35.0,8118796,628,624,4.98
F,30.0,5304639,136,250,17.92
M,42.0,4123485,190,351,15.67
M,18.0,4744819,206,237-238,23.68
F,19.0,4739751,259,554,4.23
M,23.0,7554496,496,502,3.67
M,25.0,7920309,607,613,7.63
M,33.0,7161920,083,233,20.15
M,32.0,5059605,073,476,21.92
O,39.0,2854065,533,200,20.22
M,30.0,3909132,271-272,476,17.83
M,27.0,5518303,066,018,15.85
F,24.0,8004327,192-193,227,11.55
M,24.0,7583370,137,464,32.23
M,26.0,6973689,404,401,4.67
F,41.0,8626889,328,305,9.83
F,52.0,7034192,628,624,6.28
F,28.0,2296499,125,144,12.78
M,56.0,5485503,191,191,13.72
O,32.0,5946454,365,243,36.62
M,41.0,6237259,068,037,3.77
M,35.0,7824352,054,009,13.48
M,32.0,8812554,253,476,8.43
F,29.0,3735446,456,456,35.02
M,32.0,7561061,250,242,16.18
M,26.0,2794535,468,052,23.67
M,25.0,2423861,052,273-274,9.53
F,22.0,8916918,686,684,7.02
F,45.0,6514178,237-238,235-236,5.28
M,40.0,4275616,050,232,14.58
M,31.0,2977098,452,208,10.47
M,41.0,6546865,537,553,11.5
M,27.0,8783326,154,095,23.47
M,20.0,2393536,070,058,22.58
M,29.0,2590131,029,092,14.4
M,32.0,4579793,662,158-159,32.87
F,42.0,7681406,086,043,13.5
F,43.0,2929263,323,151,11.47
M,47.0,5633599,500,522,9.37
F,37.0,7475841,359,373,6.87
M,26.0,2862027,621,596,8.47
M,36.0,7377195,074,308,10.97
M,40.0,5394929,140,139,4.83
M,42.0,5004304,081,305,8.1
M,39.0,7837727,016,054,8.0
F,30.0,5019385,087,195,30.42
O,23.0,6862452,633,374,10.8
M,38.0,8263402,084,045,7.03
M,34.0,3700663,309,384,25.7
M,40.0,4144390,074,063,1.77
M,38.0,3156403,583,257,20.83
F,20.0,5505508,128,454,34.62
F,27.0,3201225,119,016,12.3
M,38.0,5747936,011,009,6.12
M,32.0,6120364,024,514,32.45
M,42.0,6799324,134,152,10.07
M,30.0,8241002,336,639,19.27
F,32.0,7668270,117,010,5.78
M,23.0,3806627,287,287,2.37
M,33.0,5522586,173,475,26.43
M,40.0,8979130,207,271-272,24.45
F,37.0,2508539,064,371,25.83
M,30.0,3235967,208,007,15.9
M,48.0,5015722,249,038,9.5
F,33.0,5210901,452,208,9.08
F,28.0,8729337,621,625,12.1
M,22.0,7779804,594,301,11.82
M,39.0,6148597,668,423,2.6
F,30.0,8068165,130,447,11.27
M,28.0,5082839,523,533,7.23
M,44.0,5680772,487,486,1.95
M,53.0,3730207,508,508,8.33
F,32.0,5537378,076,182,5.07
M,39.0,8882193,506,085,21.72
M,20.0,8757767,147,180,11.72
M,30.0,7772635,041,055,32.92
M,24.0,5167754,010,118,3.73
F,28.0,2528081,151,073,8.27
F,30.0,8404329,295,592,10.25
M,54.0,8256323,029,119,6.18
M,28.0,8263402,440,398,26.32
M,30.0,6268601,038,050,19.78
M,24.0,4548202,121,582,31.97
F,33.0,7642291,427,401,6.57
M,23.0,3602208,122,137,10.3
M,36.0,6177539,465,463,6.35
O,33.0,7692221,063,060,3.0
M,28.0,2031243,582,572,20.73
F,26.0,8310591,116,107-108,8.87
F,25.0,5366380,036,046,2.92
M,31.0,2893022,614,066,16.45
M,30.0,2764686,035,181,16.02
M,25.0,8512410,642,641,34.28
M,37.0,2301380,437,398,6.93
M,41.0,2050045,155,141,4.75
O,45.0,2646586,399,393,4.8
M,35.0,3430139,215,057,28.9
M,32.0,8886624,264-275,266-267,2.77
M,35.0,7981319,186,053,10.07
M,27.0,5914775,244,111,14.1
F,55.0,2862027,427,430,4.02
M,19.0,4954863,141,271-272,21.92
M,24.0,3854742,560,123,3.05
M,25.0,4721155,419,413,5.6
M,32.0,3951589,645,625,14.7
M,39.0,7850779,397,399,2.6
F,29.0,5700265,037,047,4.97
M,29.0,7674682,010,019,7.75
F,27.0,3171261,004,237-238,25.65
M,37.0,7765340,147,631,30.32
M,29.0,5203062,210,217,5.5
M,27.0,7824352,622,635,3.68
M,51.0,6625909,617,402,14.97
M,36.0,7038375,447,166,11.92
M,29.0,2026359,174,098,13.73
M,49.0,5484118,102,262,9.78
M,30.0,3002144,557,087,11.05
M,35.0,5958665,077,286,4.87
M,33.0,5999495,134,130,3.9
M,39.0,7239957,134,004,12.27
F,30.0,7225089,501,476,16.95
M,38.0,4651451,287,333,6.17
F,37.0,4035184,103,222,15.07
M,31.0,6219281,277,602,15.08
M,25.0,2262210,328,310,2.65
F,22.0,5772033,656,648,10.17
M,24.0,5953831,389,387,33.78
M,44.0,3154572,005,115,6.23
M,32.0,2573889,483,494,5.53
M,35.0,7988512,117,038,10.92
M,20.0,8278541,706,648,7.82
M,23.0,2370856,550,121,19.05
M,28.0,2581262,579,570,4.67
M,27.0,2457497,672,668,3.85
M,29.0,3579026,141,163,8.33
M,37.0,4209540,271-272,072,25.47
F,31.0,2165470,079,121,9.13
M,32.0,2696144,282,308,12.55
M,39.0,7853526,175,301,15.72
F,31.0,3008307,356,299,10.18
M,49.0,2663326,222,017,22.05
M,34.0,6212351,466,483,12.92
M,30.0,4418984,242,500,15.57
M,44.0,6811517,605,603,3.05
M,24.0,6525406,162,127,10.88
M,22.0,2964914,166,288,7.12
M,40.0,6607766,359,291,11.92
M,36.0,5133590,096,195,31.43
F,27.0,4632543,449,081,11.92
M,28.0,7838345,194,047,38.48
F,26.0,3178589,062,079,6.6
F,24.0,4293155,119,113,3.7
M,33.0,8912842,215,211,6.47
M,51.0,3966793,550,474,13.98
M,37.0,8577694,099,085,11.97
M,40.0,3596129,111,535,16.32
F,31.0,8811267,556,555,25.45
M,37.0,2206225,271-272,081,15.32
F,22.0,3661097,476,096,27.62
M,30.0,5389069,574,582,3.03
M,27.0,3401601,027,217,18.73
M,37.0,6942239,081,038,7.4
M,30.0,7388630,201,068,27.97
M,22.0,8121162,498,531,7.52
M,39.0,4245601,016,271-272,20.72
M,33.0,7107709,007,133,15.03
M,34.0,7630627,374,357,4.85
M,23.0,5328893,020,017,4.67
F,41.0,6615900,206,232,11.9
M,29.0,6983621,019,210,25.22
F,30.0,8960643,001,271-272,11.25
M,51.0,4853164,271-272,265,12.02
M,33.0,5682331,466,466,12.63
M,40.0,2929263,575,156,22.78
F,38.0,8404329,124,147,14.1
M,23.0,4382461,494,474,9.07
M,23.0,5671870,474,498,27.32
F,29.0,5773247,630,404,5.0
M,35.0,6408454,657,442,19.03
F,48.0,7849797,673,677,4.23
M,36.0,3009974,447,169,9.43
O,29.0,7239957,038,128,8.13
M,21.0,3804069,555,481,13.98
M,40.0,5151030,189,041,22.2
F,35.0,8540700,549,257,11.0
O,28.0,2667731,241,115,38.92
M,30.0,8207227,141,039,8.57
M,39.0,6555874,476,463,14.08
M,53.0,8559726,203,235-236,7.88
M,20.0,4348389,150,134,7.08
F,25.0,8422420,522,530,5.48
M,42.0,8743361,160,450,12.12
M,40.0,6810436,313,387,10.08
M,44.0,6063317,250,491,13.03
M,39.0,5539986,249,253,5.58
M,21.0,8650079,150,088,25.18
M,31.0,3968799,003,242,27.32
M,37.0,4620688,250,032,9.6
M,32.0,4026886,052,018,17.42
F,36.0,5136924,462,222,17.75
M,52.0,7288376,121,135,6.27
M,25.0,7099732,165,290,10.18
M,40.0,4595948,096,099,3.47
F,32.0,7993702,273-274,017,15.62
F,40.0,5936463,169,449,33.3
F,38.0,6778963,098,133,19.53
M,37.0,4156212,084,110,27.3
F,25.0,8063216,324,374,9.57
F,25.0,5083753,455,087,28.58
F,27.0,6754030,147,586,22.37
M,27.0,2940443,091,237-238,27.45
M,52.0,4818563,686,692,7.02
M,32.0,6212351,094,102,37.52
M,46.0,7724735,224,247,11.95
M,26.0,5445259,625,628,6.58
F,23.0,5362074,511,510,15.42
F,25.0,3138096,335,610,16.38
M,19.0,2516524,258,291,13.57
M,28.0,3089430,384,293,21.53
M,32.0,4863163,211,584,22.23
F,35.0,8185258,511,005,30.4
M,53.0,7852718,480,499,10.73
M,24.0,4537544,132,163,10.38
M,19.0,7064538,689,129,29.32
M,31.0,7445927,252,250,2.43
F,19.0,3528429,597,155,20.27
O,29.0,4926077,055,087,30.6
F,24.0,2177715,035,032,3.9
F,22.0,6050678,494,484,6.15
M,50.0,2954063,369,365,6.35
M,29.0,6037717,316,627,8.3
F,32.0,7212970,507,540,27.55
M,41.0,5379888,107-108,262,26.48
M,47.0,2351930,202,228,5.2
M,35.0,3581600,390-391,639,14.77
M,29.0,8731499,016,271-272,12.8
F,30.0,2667731,195,026,23.83
F,31.0,7904030,543,514,30.73
F,28.0,4352571,234,223,26.78
F,30.0,2032407,622,281,14.07
M,41.0,5827811,094,087,11.15
M,28.0,2891000,462,537,27.8
M,24.0,3612157,096,270,9.63
M,42.0,5429634,153,266-267,21.77
M,26.0,5205455,412,694,10.93
M,32.0,8565236,015,273-274,14.43
M,37.0,3080512,562,131,7.83
F,29.0,3396645,135,136,5.87
M,47.0,8026379,548,544,7.02
M,27.0,7213283,628,405,4.32
O,22.0,6047971,266-267,017,11.42
M,33.0,8907867,280,644,24.02
M,30.0,2667731,165,163,2.78
M,27.0,3731882,448,038,14.45
M,37.0,6157184,479,003,12.58
M,21.0,3849106,355,685,25.3
M,31.0,3308814,025,027,4.83
M,31.0,3735842,551,176,13.12
F,34.0,4192993,703,282,35.22
F,29.0,4131520,158-159,708,24.48
M,28.0,5217351,324,295,9.88
M,39.0,5307954,402,149,32.78
M,48.0,8088270,594,599,9.23
M,41.0,3441375,232,460,17.98
F,23.0,3138096,060,040,11.45
M,28.0,3702594,655,638,7.95
F,35.0,2676120,710,219,17.12
F,43.0,5391321,447,084,9.42
M,32.0,3377967,619,628,7.67
O,44.0,6615454,028,497,16.72
M,18.0,8299752,481,505,3.28
M,43.0,8137036,293,072,15.08
F,34.0,5366380,271-272,014,15.42
M,32.0,7450885,563,570,5.95
O,45.0,6095822,348,669,12.67
F,32.0,8479388,294,221,37.93
M,33.0,7853054,194,192-193,6.63
F,28.0,4201141,250,018,16.08
F,39.0,4769626,489,183,19.15
M,35.0,4006722,578,157,9.78
M,47.0,8698292,041,013,21.97
F,42.0,7994932,657,688,15.2
F,34.0,8528846,168,053,13.37
M,33.0,3304383,114,026,5.03
F,23.0,5131966,371,672,15.55
M,49.0,6857031,150,150,11.87
F,39.0,2026359,459,043,27.8
M,55.0,5785761,501,041,28.7
M,41.0,7032097,531,548,12.38
F,32.0,5362074,708,649,4.03
M,27.0,5824750,052,270,6.7
O,35.0,3518438,131,107-108,11.57
F,47.0,8003600,064,064,36.87
F,31.0,8891335,016,228,21.0
F,41.0,7522154,071,079,3.48
M,22.0,4258125,433,152,29.92
F,28.0,7388630,498,496,4.23
M,34.0,7664642,141,127,4.7
M,32.0,7500283,037,447,11.88
F,27.0,4948360,014,467,16.7
M,19.0,6323356,500,498,16.53
M,39.0,7032055,444,444,34.87
M,28.0,6038897,251,029,20.52
F,56.0,7529506,546,546,36.42
M,34.0,8221079,027,447,16.8
F,29.0,5426200,369,317,10.38
F,25.0,3136041,276,149,7.5
M,33.0,6143341,107-108,550,18.35
M,31.0,5885660,292,356,9.03
F,31.0,6856751,505,516,10.3
F,22.0,8683294,655,685,13.32
O,25.0,2794865,082,256,11.57
M,22.0,5267943,260,561,20.25
F,34.0,7320302,617,087,27.3
M,42.0,6801344,552,474,8.78
M,31.0,8316994,237-238,458,7.95
F,26.0,3437126,140,706,30.65
M,49.0,5262282,071,303,7.98
M,35.0,5390968,036,479,17.8
M,40.0,8886426,689,663,6.12
M,31.0,7409857,018,111,11.55
M,32.0,4574380,209,141,26.88
M,30.0,6371488,028,542,22.93
M,24.0,2431278,217,029,31.2
M,53.0,6168140,172,419,20.9
F,34.0,2057792,040,060,10.93
F,29.0,5233655,061,192-193,20.25
F,25.0,2450013,670,072,33.63
M,23.0,7019979,573,579,7.38
M,39.0,3601358,444,638,22.67
O,43.0,2074128,286,369,12.05
M,38.0,7231467,452,331,34.93
M,36.0,3831559,056,507,27.87
M,22.0,8163586,613,038,20.9
M,32.0,6710636,038,027,14.25
M,42.0,4719027,389,424,6.13
M,27.0,3151941,123,271-272,16.55
M,31.0,6491914,360,357,2.25
M,48.0,8706285,693,648,7.0
M,34.0,2945111,192-193,212,23.82
M,39.0,3766904,066,194,6.17
M,30.0,8331209,209,455,6.5
M,37.0,8148066,054,053,5.82
M,34.0,2960656,489,298,32.27
M,19.0,7846736,121,140,5.95
O,28.0,5868484,206,519,21.32
M,54.0,7058670,432,430,7.97
M,48.0,8835050,545,087,17.07
M,41.0,8416570,165,128,11.48
F,28.0,3530268,404,625,10.28
F,39.0,8234619,663,672,9.43
M,25.0,6648281,367,347,3.62
M,20.0,5205455,480,224,9.47
F,23.0,8040750,175,146,8.88
F,25.0,5503115,161,045,10.28
F,29.0,3746179,517,505,7.4
M,37.0,7164833,285,157,7.9
M,35.0,5015722,560,136,14.6
F,23.0,4351136,384,378,12.8
M,35.0,5535273,447,271-272,23.48
M,26.0,7067671,396,290,16.28
F,33.0,4918280,571,569,4.32
M,30.0,3801198,273-274,017,11.37
F,27.0,3089430,171,168,31.97
M,50.0,4844817,464,475,13.98
F,25.0,8022444,058,084,13.33
M,24.0,3268620,578,158-159,6.18
F,51.0,2691103,156,158-159,5.25
M,41.0,2216190,636,638,2.93
F,19.0,3163557,495,474,12.65
M,28.0,4212700,333,577,16.85
M,45.0,8239923,237-238,463,13.57
F,28.0,6674634,122,566,7.38
M,36.0,4948360,705,650,12.0
F,33.0,4771713,021,072,20.02
F,35.0,5070719,353,467,34.87
M,33.0,7120009,257,070,17.7
M,36.0,2751493,447,033,6.9
M,43.0,3472842,543,014,31.72
F,22.0,7274335,010,005,12.23
M,23.0,4142261,314,284,3.63
M,27.0,8870925,195,116,18.5
M,47.0,2250793,151,081,5.2
M,22.0,2399905,684,696,10.48
F,23.0,3727831,478,475,3.0
F,38.0,3026184,466,219,16.47
M,47.0,5860952,474,470,3.17
M,27.0,4074621,118,131,11.5
M,30.0,2590131,037,172,13.27
M,51.0,2606861,197,544,21.6
M,23.0,3165867,545,041,16.45
M,49.0,2891000,644,640,3.95
M,38.0,5067012,200,030,18.23
M,47.0,5865837,355,597,16.22
M,23.0,5595103,681,129,36.78
M,29.0,2457562,464,235-236,9.35
M,31.0,3115532,142,303,11.97
M,25.0,7736580,222,197,12.33
M,33.0,2445997,553,541,7.17
M,23.0,6087712,608,619,7.22
F,34.0,5015755,031,019,2.52
F,28.0,4720777,073,169,12.0
M,27.0,3053683,595,595,32.32
M,31.0,6522312,028,121,13.15
F,31.0,2330363,271-272,128,28.73
M,42.0,7178072,008,030,6.3
M,33.0,2979144,657,658,2.8
F,29.0,3306446,412,370,18.22
M,33.0,7287501,085,064,16.47
M,33.0,6897698,060,004,12.07
M,43.0,5818166,672,680,7.02
M,33.0,5233655,708,614,23.75
M,30.0,8599680,409,427,5.55
M,32.0,8427395,427,302,16.17
F,24.0,2439685,137,071,12.88
M,34.0,4920872,551,111,4.22
F,28.0,4696209,146,084,3.2
F,34.0,3005691,014,014,6.15
M,34.0,3314291,158-159,059,10.17
M,21.0,8912115,392,627,13.63
M,30.0,3262128,250,291,39.1
F,24.0,5130265,017,271-272,18.68
F,25.0,3471802,007,481,22.45
M,46.0,3447315,212,227,9.6
M,36.0,6059281,023,266-267,14.17
M,42.0,6516314,261,115,8.8
M,32.0,3025871,328,381,17.62
M,30.0,8400020,329,326,7.37
F,22.0,8037723,042,004,5.93
M,32.0,5059043,131,132,2.6
F,35.0,7933864,194,009,15.33
M,40.0,4069464,300,591,15.82
M,36.0,4235073,551,528,15.7
M,36.0,7624422,336,392,10.38
M,50.0,2494664,169,146,18.25
M,53.0,3747516,675,675,7.35
O,36.0,3374865,598,598,2.15
F,26.0,4865838,192-193,002,14.15
F,22.0,8719155,145,015,16.35
F,20.0,7052889,019,025,35.95
F,29.0,8725350,143,576,8.85
M,33.0,5614979,270,486,11.37
F,27.0,2650471,582,582,4.18
F,34.0,2177715,253,546,28.35
F,40.0,2485266,615,622,10.65
M,24.0,8610933,710,114,25.77
M,26.0,2798510,356,593,23.48
M,39.0,3107117,672,668,16.57
M,26.0,2752681,071,024,15.67
F,38.0,4275772,335,696,35.3
F,24.0,2514958,141,144,4.18
M,25.0,8029241,145,116,11.95
M,49.0,7560972,035,107-108,11.03
M,31.0,4664710,416,305,16.78
M,34.0,3824794,124,006,11.97
F,39.0,4426011,090,096,21.32
M,39.0,8686412,436,668,3.13
M,21.0,8241598,698,685,11.17
F,24.0,5701776,474,271-272,15.37
M,21.0,6489280,502,498,3.8
F,27.0,5307749,008,041,11.43
F,36.0,6127906,337,393,7.43
M,28.0,7165004,089,043,9.85
F,33.0,4579603,292,302,4.75
M,21.0,3231164,555,485,11.13
M,19.0,4805701,154,070,13.35
M,45.0,6004568,059,060,10.55
F,54.0,4141990,517,527,10.27
F,25.0,2438349,603,304,31.13
M,38.0,2765667,162,339,11.57
F,23.0,7662992,243,497,14.62
M,30.0,8210486,324,374,11.32
F,47.0,3663556,166,021,18.75
M,33.0,8015232,559,568,3.4
M,27.0,3448537,449,120,11.97
M,23.0,8126864,054,045,2.9
M,29.0,7091465,631,675,23.75
M,29.0,8811267,488,018,10.73
F,24.0,4003380,233,142,18.35
M,19.0,6229074,548,550,4.48
M,20.0,8718603,521,534,5.87
M,24.0,5013867,544,495,3.52
F,29.0,8946626,629,628,2.15
M,50.0,7302482,052,017,11.48
F,28.0,5256409,128,560,13.88
M,33.0,4672192,085,476,13.53
M,43.0,2544187,009,001,5.2
M,39.0,3174604,132,185,34.42
M,33.0,4169686,040,045,7.2
F,32.0,7828601,034,116,24.75
F,26.0,2473213,047,071,5.15
M,27.0,8651234,241,206,3.82
M,50.0,3196177,703,695,5.07
F,43.0,3918026,270,563,17.22
M,33.0,7674682,077,053,4.85
M,36.0,7032055,132,597,18.65
M,32.0,4722732,149,074,10.92
O,35.0,4053062,119,117,5.17
F,33.0,2266328,041,526,30.37
F,39.0,3831997,036,063,7.3
M,22.0,5658083,437,688,20.0
M,26.0,3579760,699,689,9.83
M,36.0,3159753,588,056,17.82
F,31.0,4500559,029,262,13.45
M,33.0,3551272,179,354,16.35
O,28.0,2758852,545,548,6.08
F,40.0,6074595,074,053,5.23
M,30.0,5824586,384,024,27.0
M,26.0,6845226,155,153,7.38
M,50.0,7625148,276,279,13.68
F,25.0,6167589,194,485,37.85
M,25.0,8638819,029,029,20.12
M,32.0,5200118,647,429,6.78
F,51.0,7682123,620,635,8.4
M,48.0,5612148,125,176,18.1
M,26.0,6961213,185,188,5.9
M,42.0,3975158,449,054,12.68
M,36.0,3631793,395,334,14.2
F,31.0,8124844,104,448,5.12
M,20.0,8948119,544,548,5.48
M,32.0,3071776,166,079,5.97
M,35.0,2062156,163,074,13.93
O,46.0,3769429,098,028,16.22
M,25.0,6330336,192-193,022,8.15
M,33.0,5418256,028,060,9.3
M,22.0,4751467,601,606,4.88
M,31.0,4451878,282,299,8.48
F,41.0,7538556,036,271-272,31.35
M,24.0,7647613,018,195,33.67
F,31.0,4760104,038,145,11.92
M,23.0,2800043,604,591,10.08
M,50.0,6823843,630,676,19.68
M,26.0,4633459,523,140,37.68
F,28.0,8452906,688,684,9.57
M,23.0,5751664,222,031,18.4
M,51.0,3614617,042,257,11.72
M,48.0,8952145,017,107-108,12.68
M,23.0,2732196,117,499,17.42
M,24.0,8519241,197,210,7.9
F,30.0,6401392,128,155,19.07
F,25.0,5930631,291,348,19.73
M,51.0,7553597,552,545,7.32
M,24.0,7692643,225,059,15.0
M,32.0,7228083,045,447,3.28
F,41.0,4065322,550,266-267,17.98
M,45.0,5740915,059,072,10.42
F,25.0,7700172,627,397,9.07
M,49.0,3488194,260,155,24.12
F,34.0,2664845,299,297,6.2
F,35.0,3727831,007,525,30.42
M,30.0,2729812,015,046,5.73
M,53.0,5399050,170,024,15.92
M,34.0,8452468,183,020,5.62
M,19.0,3831526,537,174,8.3
M,21.0,5247275,548,542,2.65
M,40.0,8337123,031,190,20.88
M,31.0,6674634,413,320,11.9
M,24.0,6016299,485,494,11.57
M,25.0,4699252,481,499,13.37
M,35.0,5481452,226,192-193,7.23
M,31.0,4204046,017,043,28.62
F,49.0,3766904,195,025,10.67
